fecha,estacion_id,t_promedio_c,t_minima_c,t_maxima_c,hdd,cdd,hdd_acumulado,evento_helada,enso_index,precipitacion_mm
2023-07-25,EST001,13.34,10.13,20.37,0.0,3.34,7.45,0,-0.188,4.12
2023-07-25,EST002,8.65,6.62,14.07,1.35,0.0,5.22,0,-0.955,7.04
2023-07-25,EST003,12.32,3.46,20.78,0.0,2.32,1.33,0,-0.369,3.68
2023-07-26,EST001,15.06,8.51,17.6,0.0,5.06,7.45,0,-0.863,2.13
2023-07-26,EST002,13.7,8.95,20.3,0.0,3.7,5.22,0,-0.687,2.95
2023-07-26,EST003,14.87,12.11,16.84,0.0,4.87,1.33,0,-0.284,6.38
2023-07-27,EST001,12.26,8.95,17.02,0.0,2.26,7.45,0,-0.451,0.04
2023-07-27,EST002,10.45,5.67,15.93,0.0,0.45,5.22,0,-0.29,1.01
2023-07-27,EST003,12.27,11.54,17.54,0.0,2.27,1.33,0,0.089,0.42
2023-07-28,EST001,11.11,6.62,17.99,0.0,1.11,7.45,0,-0.487,1.92
2023-07-28,EST002,7.32,3.16,15.38,2.68,0.0,7.9,0,-0.269,3.93
2023-07-28,EST003,13.53,9.55,17.31,0.0,3.53,1.33,0,-0.105,4.68
2023-07-29,EST001,12.61,10.07,19.57,0.0,2.61,7.45,0,-0.165,2.34
2023-07-29,EST002,14.74,11.49,18.57,0.0,4.74,7.9,0,-0.593,1.31
2023-07-29,EST003,13.9,12.65,17.06,0.0,3.9,1.33,0,-0.987,3.74
2023-07-30,EST001,12.19,8.68,15.63,0.0,2.19,7.45,0,-0.729,5.39
2023-07-30,EST002,10.86,6.39,14.53,0.0,0.86,7.9,0,-0.323,7.91
2023-07-30,EST003,14.19,10.81,19.58,0.0,4.19,1.33,0,-0.449,4.02
2023-07-31,EST001,11.76,8.01,17.08,0.0,1.76,7.45,0,-0.687,0.95
2023-07-31,EST002,8.77,7.17,11.94,1.23,0.0,9.13,0,-0.341,1.32
2023-07-31,EST003,14.0,9.95,16.05,0.0,4.0,1.33,0,-0.193,6.43
2023-08-01,EST001,10.09,5.46,13.81,0.0,0.09,0.0,0,-0.372,0.21
2023-08-01,EST002,7.76,4.33,12.57,2.24,0.0,2.24,0,-0.52,0.45
2023-08-01,EST003,11.72,7.32,16.65,0.0,1.72,0.0,0,-0.346,1.99
2023-08-02,EST001,15.5,13.26,21.23,0.0,5.5,0.0,0,-0.058,5.44
2023-08-02,EST002,11.73,8.52,18.28,0.0,1.73,2.24,0,-0.84,1.09
2023-08-02,EST003,11.73,5.87,17.3,0.0,1.73,0.0,0,-0.703,3.07
2023-08-03,EST001,11.03,8.09,17.5,0.0,1.03,0.0,0,-0.836,8.83
2023-08-03,EST002,14.31,8.67,18.62,0.0,4.31,2.24,0,-0.47,0.3
2023-08-03,EST003,11.41,6.67,18.35,0.0,1.41,0.0,0,-0.757,2.9
2023-08-04,EST001,12.19,10.28,18.08,0.0,2.19,0.0,0,-0.653,3.41
2023-08-04,EST002,11.11,8.29,16.1,0.0,1.11,2.24,0,-0.501,2.88
2023-08-04,EST003,10.9,6.42,18.38,0.0,0.9,0.0,0,-0.394,6.99
2023-08-05,EST001,9.09,4.85,12.44,0.91,0.0,0.91,0,-0.891,1.78
2023-08-05,EST002,15.22,9.79,20.58,0.0,5.22,2.24,0,-0.907,3.41
2023-08-05,EST003,13.47,9.21,15.7,0.0,3.47,0.0,0,-0.715,3.81
2023-08-06,EST001,13.91,13.2,18.67,0.0,3.91,0.91,0,-0.416,6.55
2023-08-06,EST002,13.97,9.1,17.77,0.0,3.97,2.24,0,-1.031,2.82
2023-08-06,EST003,15.22,9.13,21.29,0.0,5.22,0.0,0,-0.33,5.14
2023-08-07,EST001,11.18,7.38,18.68,0.0,1.18,0.91,0,-0.753,8.84
2023-08-07,EST002,11.43,5.44,14.32,0.0,1.43,2.24,0,-0.294,1.79
2023-08-07,EST003,9.18,4.85,15.69,0.82,0.0,0.82,0,-0.724,0.5
2023-08-08,EST001,12.34,8.47,18.16,0.0,2.34,0.91,0,-0.196,3.82
2023-08-08,EST002,16.88,12.54,21.36,0.0,6.88,2.24,0,-0.965,3.21
2023-08-08,EST003,11.88,6.44,17.57,0.0,1.88,0.82,0,-0.835,4.52
2023-08-09,EST001,14.25,7.96,20.58,0.0,4.25,0.91,0,-0.264,4.18
2023-08-09,EST002,13.21,7.34,16.21,0.0,3.21,2.24,0,-0.597,1.68
2023-08-09,EST003,13.67,7.82,17.77,0.0,3.67,0.82,0,-1.209,2.76
2023-08-10,EST001,14.85,10.04,20.49,0.0,4.85,0.91,0,-0.587,0.16
2023-08-10,EST002,13.53,10.78,21.81,0.0,3.53,2.24,0,-0.332,2.26
2023-08-10,EST003,11.19,7.33,15.83,0.0,1.19,0.82,0,-0.168,4.56
2023-08-11,EST001,10.74,3.9,15.81,0.0,0.74,0.91,0,-0.283,2.18
2023-08-11,EST002,13.15,8.68,15.32,0.0,3.15,2.24,0,0.091,7.87
2023-08-11,EST003,11.73,9.38,17.25,0.0,1.73,0.82,0,-0.488,5.07
2023-08-12,EST001,13.05,8.29,20.22,0.0,3.05,0.91,0,-0.354,0.85
2023-08-12,EST002,15.65,9.19,25.38,0.0,5.65,2.24,0,-0.861,4.73
2023-08-12,EST003,7.51,2.68,11.69,2.49,0.0,3.31,0,0.053,1.68
2023-08-13,EST001,8.35,5.06,10.39,1.65,0.0,2.56,0,-0.309,2.2
2023-08-13,EST002,12.31,11.43,16.83,0.0,2.31,2.24,0,-0.041,5.08
2023-08-13,EST003,10.56,6.61,15.59,0.0,0.56,3.31,0,-0.393,0.1
2023-08-14,EST001,14.05,13.99,18.11,0.0,4.05,2.56,0,-0.691,5.9
2023-08-14,EST002,12.3,10.41,15.82,0.0,2.3,2.24,0,-0.485,3.76
2023-08-14,EST003,11.27,7.99,17.31,0.0,1.27,3.31,0,-0.7,3.74
2023-08-15,EST001,17.99,16.13,20.21,0.0,7.99,2.56,0,-0.32,1.96
2023-08-15,EST002,11.44,8.61,16.05,0.0,1.44,2.24,0,-0.075,6.41
2023-08-15,EST003,14.88,13.0,18.15,0.0,4.88,3.31,0,-1.406,1.57
2023-08-16,EST001,14.96,10.18,19.63,0.0,4.96,2.56,0,-0.571,1.93
2023-08-16,EST002,12.75,7.6,15.33,0.0,2.75,2.24,0,-0.475,6.8
2023-08-16,EST003,11.68,6.63,20.9,0.0,1.68,3.31,0,-0.596,5.18
2023-08-17,EST001,10.72,6.45,16.41,0.0,0.72,2.56,0,-0.516,0.94
2023-08-17,EST002,12.76,6.57,18.43,0.0,2.76,2.24,0,-0.286,3.29
2023-08-17,EST003,14.59,10.17,18.16,0.0,4.59,3.31,0,-0.479,1.02
2023-08-18,EST001,10.99,6.71,16.44,0.0,0.99,2.56,0,-0.94,7.16
2023-08-18,EST002,13.67,10.73,16.36,0.0,3.67,2.24,0,-0.627,2.66
2023-08-18,EST003,13.0,9.54,14.99,0.0,3.0,3.31,0,-0.7,3.08
2023-08-19,EST001,14.15,11.2,21.67,0.0,4.15,2.56,0,-1.166,7.93
2023-08-19,EST002,11.68,6.39,16.8,0.0,1.68,2.24,0,-0.251,2.84
2023-08-19,EST003,9.97,3.84,14.8,0.03,0.0,3.34,0,-0.527,7.7
2023-08-20,EST001,9.99,5.1,14.11,0.01,0.0,2.57,0,-0.642,4.22
2023-08-20,EST002,8.49,5.66,15.52,1.51,0.0,3.75,0,-0.336,3.81
2023-08-20,EST003,13.33,9.77,20.36,0.0,3.33,3.34,0,-0.662,4.7
2023-08-21,EST001,15.44,12.61,22.78,0.0,5.44,2.57,0,-1.07,8.89
2023-08-21,EST002,11.31,7.67,13.47,0.0,1.31,3.75,0,-0.748,0.88
2023-08-21,EST003,11.2,7.41,17.64,0.0,1.2,3.34,0,-0.549,4.92
2023-08-22,EST001,9.83,7.15,17.53,0.17,0.0,2.74,0,-0.84,8.97
2023-08-22,EST002,11.63,7.63,18.24,0.0,1.63,3.75,0,-0.238,3.67
2023-08-22,EST003,11.75,7.83,17.26,0.0,1.75,3.34,0,-0.353,4.01
2023-08-23,EST001,14.12,7.66,19.69,0.0,4.12,2.74,0,-0.535,0.56
2023-08-23,EST002,5.66,1.08,10.52,4.34,0.0,8.09,1,-0.783,4.73
2023-08-23,EST003,12.57,6.88,17.7,0.0,2.57,3.34,0,-0.853,6.97
2023-08-24,EST001,12.03,7.24,16.31,0.0,2.03,2.74,0,-0.832,4.25
2023-08-24,EST002,12.27,7.55,16.87,0.0,2.27,8.09,0,-1.188,2.7
2023-08-24,EST003,14.7,11.15,19.33,0.0,4.7,3.34,0,-0.341,1.86
2023-08-25,EST001,8.71,4.95,12.98,1.29,0.0,4.03,0,-0.935,3.47
2023-08-25,EST002,13.47,9.48,18.93,0.0,3.47,8.09,0,-0.101,2.97
2023-08-25,EST003,13.42,10.18,17.15,0.0,3.42,3.34,0,-0.821,2.56
2023-08-26,EST001,13.47,5.95,17.4,0.0,3.47,4.03,0,-0.778,3.81
2023-08-26,EST002,13.23,8.83,20.16,0.0,3.23,8.09,0,-1.381,3.16
2023-08-26,EST003,11.48,5.83,14.13,0.0,1.48,3.34,0,-1.556,5.71
2023-08-27,EST001,13.18,10.82,16.7,0.0,3.18,4.03,0,-0.952,4.33
2023-08-27,EST002,10.67,5.93,11.39,0.0,0.67,8.09,0,-0.918,0.62
2023-08-27,EST003,12.08,8.89,18.28,0.0,2.08,3.34,0,-1.219,4.14
2023-08-28,EST001,13.97,7.19,18.25,0.0,3.97,4.03,0,-0.571,1.41
2023-08-28,EST002,6.26,0.99,11.25,3.74,0.0,11.83,1,-0.315,0.12
2023-08-28,EST003,14.02,7.22,19.65,0.0,4.02,3.34,0,-0.586,4.03
2023-08-29,EST001,8.64,2.61,12.72,1.36,0.0,5.39,0,-0.525,0.69
2023-08-29,EST002,9.29,3.14,13.77,0.71,0.0,12.54,0,-0.24,3.77
2023-08-29,EST003,8.12,2.78,12.24,1.88,0.0,5.22,0,-0.467,4.08
2023-08-30,EST001,8.71,4.46,17.0,1.29,0.0,6.68,0,-0.536,3.83
2023-08-30,EST002,14.93,10.61,20.24,0.0,4.93,12.54,0,-1.011,4.7
2023-08-30,EST003,15.31,12.56,22.45,0.0,5.31,5.22,0,-0.711,1.34
2023-08-31,EST001,15.06,11.49,21.2,0.0,5.06,6.68,0,-0.778,3.82
2023-08-31,EST002,13.47,9.03,15.48,0.0,3.47,12.54,0,-1.027,6.79
2023-08-31,EST003,12.39,9.18,15.35,0.0,2.39,5.22,0,-1.014,2.07
2023-09-01,EST001,12.32,9.22,15.87,0.0,2.32,0.0,0,-0.718,5.09
2023-09-01,EST002,17.47,15.74,24.21,0.0,7.47,0.0,0,-0.405,1.66
2023-09-01,EST003,13.23,9.92,18.51,0.0,3.23,0.0,0,-0.245,5.82
2023-09-02,EST001,13.84,10.49,16.61,0.0,3.84,0.0,0,-0.767,7.62
2023-09-02,EST002,8.42,6.0,13.61,1.58,0.0,1.58,0,-0.999,1.62
2023-09-02,EST003,11.66,9.71,15.2,0.0,1.66,0.0,0,-0.493,0.08
2023-09-03,EST001,8.58,5.53,14.68,1.42,0.0,1.42,0,-0.77,2.61
2023-09-03,EST002,12.35,10.97,18.09,0.0,2.35,1.58,0,-0.595,2.77
2023-09-03,EST003,15.23,12.92,21.92,0.0,5.23,0.0,0,-0.664,2.99
2023-09-04,EST001,12.52,8.68,19.35,0.0,2.52,1.42,0,-1.04,1.71
2023-09-04,EST002,14.83,11.72,21.18,0.0,4.83,1.58,0,-0.207,2.79
2023-09-04,EST003,14.42,12.15,20.55,0.0,4.42,0.0,0,-0.657,5.42
2023-09-05,EST001,10.96,9.45,16.71,0.0,0.96,1.42,0,-1.342,3.05
2023-09-05,EST002,14.59,10.3,22.51,0.0,4.59,1.58,0,-0.415,2.04
2023-09-05,EST003,12.79,8.86,15.42,0.0,2.79,0.0,0,-1.005,2.32
2023-09-06,EST001,7.48,3.41,12.11,2.52,0.0,3.94,0,-1.23,5.21
2023-09-06,EST002,14.03,9.69,18.54,0.0,4.03,1.58,0,-0.551,6.04
2023-09-06,EST003,13.49,10.73,18.9,0.0,3.49,0.0,0,-0.37,2.21
2023-09-07,EST001,17.81,14.6,22.86,0.0,7.81,3.94,0,-0.936,4.67
2023-09-07,EST002,7.88,4.7,11.24,2.12,0.0,3.7,0,-0.693,6.98
2023-09-07,EST003,14.34,13.9,22.4,0.0,4.34,0.0,0,-0.645,1.67
2023-09-08,EST001,12.96,8.7,16.96,0.0,2.96,3.94,0,-0.68,2.18
2023-09-08,EST002,11.23,8.26,14.08,0.0,1.23,3.7,0,-0.696,5.76
2023-09-08,EST003,14.01,8.78,19.5,0.0,4.01,0.0,0,-0.899,6.52
2023-09-09,EST001,9.18,6.53,12.73,0.82,0.0,4.76,0,-0.421,6.83
2023-09-09,EST002,13.46,7.85,17.14,0.0,3.46,3.7,0,-0.64,3.62
2023-09-09,EST003,14.84,11.01,19.26,0.0,4.84,0.0,0,-0.582,6.63
2023-09-10,EST001,10.9,6.99,14.31,0.0,0.9,4.76,0,-1.499,4.6
2023-09-10,EST002,13.76,9.37,15.84,0.0,3.76,3.7,0,-0.855,2.66
2023-09-10,EST003,16.14,13.77,23.02,0.0,6.14,0.0,0,-0.466,1.3
2023-09-11,EST001,9.74,5.21,13.47,0.26,0.0,5.02,0,-0.723,2.55
2023-09-11,EST002,7.79,7.14,13.13,2.21,0.0,5.91,0,-0.923,2.34
2023-09-11,EST003,14.46,8.7,19.05,0.0,4.46,0.0,0,-0.856,5.5
2023-09-12,EST001,9.18,4.85,15.01,0.82,0.0,5.84,0,-0.555,1.81
2023-09-12,EST002,10.34,7.66,15.49,0.0,0.34,5.91,0,-0.614,8.49
2023-09-12,EST003,11.48,8.23,18.2,0.0,1.48,0.0,0,-0.67,7.8
2023-09-13,EST001,13.29,11.03,16.29,0.0,3.29,5.84,0,-1.228,5.99
2023-09-13,EST002,15.21,8.44,21.47,0.0,5.21,5.91,0,-0.414,2.26
2023-09-13,EST003,9.83,4.55,15.46,0.17,0.0,0.17,0,-0.731,5.16
2023-09-14,EST001,13.38,7.45,20.32,0.0,3.38,5.84,0,-0.604,6.54
2023-09-14,EST002,13.53,10.22,19.66,0.0,3.53,5.91,0,-1.185,7.16
2023-09-14,EST003,9.73,5.3,13.46,0.27,0.0,0.44,0,-0.601,3.9
2023-09-15,EST001,8.58,3.95,12.71,1.42,0.0,7.26,0,-0.506,4.0
2023-09-15,EST002,13.23,10.67,17.35,0.0,3.23,5.91,0,-0.908,6.57
2023-09-15,EST003,16.91,14.12,23.53,0.0,6.91,0.44,0,-1.422,0.42
2023-09-16,EST001,10.17,8.2,12.79,0.0,0.17,7.26,0,-0.65,3.36
2023-09-16,EST002,13.19,8.15,18.59,0.0,3.19,5.91,0,-0.577,3.79
2023-09-16,EST003,9.75,4.16,13.87,0.25,0.0,0.69,0,-1.055,3.47
2023-09-17,EST001,10.29,6.92,15.81,0.0,0.29,7.26,0,-0.673,1.31
2023-09-17,EST002,11.02,5.41,16.76,0.0,1.02,5.91,0,-0.155,7.54
2023-09-17,EST003,15.58,13.66,21.73,0.0,5.58,0.69,0,-0.794,2.35
2023-09-18,EST001,12.99,7.57,18.74,0.0,2.99,7.26,0,-1.044,6.23
2023-09-18,EST002,10.65,6.32,15.19,0.0,0.65,5.91,0,-0.846,6.3
2023-09-18,EST003,10.12,3.2,12.39,0.0,0.12,0.69,0,-0.96,5.11
2023-09-19,EST001,14.03,10.18,18.94,0.0,4.03,7.26,0,-0.661,3.31
2023-09-19,EST002,15.72,10.46,22.03,0.0,5.72,5.91,0,-1.074,3.76
2023-09-19,EST003,11.97,9.48,17.51,0.0,1.97,0.69,0,-0.945,5.97
2023-09-20,EST001,9.89,3.31,13.55,0.11,0.0,7.37,0,-0.721,6.38
2023-09-20,EST002,10.81,5.53,13.97,0.0,0.81,5.91,0,-0.351,4.04
2023-09-20,EST003,11.23,7.68,17.44,0.0,1.23,0.69,0,-0.962,1.75
2023-09-21,EST001,12.02,9.79,19.75,0.0,2.02,7.37,0,-0.959,6.49
2023-09-21,EST002,12.76,10.24,17.75,0.0,2.76,5.91,0,-0.554,3.44
2023-09-21,EST003,15.7,10.17,22.08,0.0,5.7,0.69,0,-0.927,0.76
2023-09-22,EST001,11.04,6.75,16.86,0.0,1.04,7.37,0,-1.442,3.98
2023-09-22,EST002,12.64,9.06,19.58,0.0,2.64,5.91,0,-0.664,7.93
2023-09-22,EST003,12.18,6.77,19.63,0.0,2.18,0.69,0,-0.397,0.72
2023-09-23,EST001,11.94,8.46,17.67,0.0,1.94,7.37,0,-0.587,1.48
2023-09-23,EST002,12.41,11.44,19.57,0.0,2.41,5.91,0,-0.947,4.17
2023-09-23,EST003,11.95,6.23,12.69,0.0,1.95,0.69,0,-0.798,3.68
2023-09-24,EST001,11.44,4.85,15.11,0.0,1.44,7.37,0,-0.563,5.07
2023-09-24,EST002,15.39,12.39,19.29,0.0,5.39,5.91,0,-0.466,5.28
2023-09-24,EST003,8.86,5.67,14.44,1.14,0.0,1.83,0,-0.543,1.96
2023-09-25,EST001,5.28,0.5,8.45,4.72,0.0,12.09,1,-1.401,4.5
2023-09-25,EST002,14.27,10.08,18.93,0.0,4.27,5.91,0,-0.379,5.91
2023-09-25,EST003,16.76,14.85,21.71,0.0,6.76,1.83,0,-1.281,3.31
2023-09-26,EST001,11.95,7.01,17.02,0.0,1.95,12.09,0,-0.61,6.11
2023-09-26,EST002,17.63,14.1,21.22,0.0,7.63,5.91,0,-0.724,1.59
2023-09-26,EST003,16.42,12.84,20.57,0.0,6.42,1.83,0,-0.939,6.16
2023-09-27,EST001,12.18,9.14,19.68,0.0,2.18,12.09,0,-1.055,4.11
2023-09-27,EST002,13.87,12.32,19.59,0.0,3.87,5.91,0,-1.115,6.47
2023-09-27,EST003,10.31,5.27,16.97,0.0,0.31,1.83,0,-0.54,4.75
2023-09-28,EST001,11.99,8.85,19.2,0.0,1.99,12.09,0,-1.009,0.89
2023-09-28,EST002,13.9,11.09,17.47,0.0,3.9,5.91,0,-1.232,2.55
2023-09-28,EST003,12.51,8.15,18.94,0.0,2.51,1.83,0,-0.641,3.43
2023-09-29,EST001,12.07,7.3,18.98,0.0,2.07,12.09,0,-0.762,2.59
2023-09-29,EST002,9.76,7.93,15.76,0.24,0.0,6.15,0,-0.626,5.73
2023-09-29,EST003,12.4,6.29,16.67,0.0,2.4,1.83,0,-0.513,3.88
2023-09-30,EST001,11.05,6.16,16.66,0.0,1.05,12.09,0,-0.693,4.24
2023-09-30,EST002,12.15,4.57,18.93,0.0,2.15,6.15,0,-0.583,4.34
2023-09-30,EST003,15.24,10.46,20.28,0.0,5.24,1.83,0,-0.891,3.76
2023-10-01,EST001,4.64,0.32,8.91,5.36,0.0,5.36,1,-0.322,4.06
2023-10-01,EST002,9.27,5.34,12.7,0.73,0.0,0.73,0,-0.658,4.87
2023-10-01,EST003,15.11,12.3,20.16,0.0,5.11,0.0,0,-1.209,6.1
2023-10-02,EST001,13.87,9.13,18.87,0.0,3.87,5.36,0,-0.675,8.81
2023-10-02,EST002,11.53,7.32,14.9,0.0,1.53,0.73,0,-1.06,4.29
2023-10-02,EST003,15.48,11.86,20.13,0.0,5.48,0.0,0,-0.922,2.4
2023-10-03,EST001,13.31,11.56,20.23,0.0,3.31,5.36,0,-0.999,6.17
2023-10-03,EST002,9.07,4.07,15.08,0.93,0.0,1.66,0,-0.684,1.02
2023-10-03,EST003,13.34,11.11,17.96,0.0,3.34,0.0,0,-0.491,6.39
2023-10-04,EST001,12.61,10.07,18.58,0.0,2.61,5.36,0,-0.793,2.96
2023-10-04,EST002,14.2,10.24,21.0,0.0,4.2,1.66,0,-1.127,5.53
2023-10-04,EST003,13.42,8.98,15.88,0.0,3.42,0.0,0,-1.092,12.27
2023-10-05,EST001,11.81,6.71,15.83,0.0,1.81,5.36,0,-1.425,3.49
2023-10-05,EST002,11.58,8.18,16.41,0.0,1.58,1.66,0,-0.719,3.55
2023-10-05,EST003,9.56,4.83,11.64,0.44,0.0,0.44,0,-1.413,6.22
2023-10-06,EST001,13.84,9.93,16.75,0.0,3.84,5.36,0,-1.009,3.21
2023-10-06,EST002,8.25,5.36,14.23,1.75,0.0,3.41,0,-0.369,2.74
2023-10-06,EST003,14.61,13.48,20.6,0.0,4.61,0.44,0,-1.038,4.92
2023-10-07,EST001,11.95,5.97,15.64,0.0,1.95,5.36,0,-0.607,3.16
2023-10-07,EST002,11.84,8.12,15.57,0.0,1.84,3.41,0,-0.8,3.81
2023-10-07,EST003,13.32,9.19,19.52,0.0,3.32,0.44,0,-0.518,0.85
2023-10-08,EST001,14.74,12.52,20.62,0.0,4.74,5.36,0,-0.608,1.73
2023-10-08,EST002,12.47,9.17,16.33,0.0,2.47,3.41,0,-0.389,2.04
2023-10-08,EST003,10.7,6.59,16.73,0.0,0.7,0.44,0,-0.836,7.5
2023-10-09,EST001,13.9,13.17,18.11,0.0,3.9,5.36,0,-0.96,5.44
2023-10-09,EST002,5.68,-2.14,11.48,4.32,0.0,7.73,1,-0.747,7.54
2023-10-09,EST003,18.58,13.27,25.0,0.0,8.58,0.44,0,-0.753,3.58
2023-10-10,EST001,11.38,8.62,15.35,0.0,1.38,5.36,0,-1.195,3.77
2023-10-10,EST002,8.03,3.74,12.98,1.97,0.0,9.7,0,-0.746,2.43
2023-10-10,EST003,20.41,14.37,23.54,0.0,10.41,0.44,0,-0.72,2.18
2023-10-11,EST001,10.03,8.04,15.68,0.0,0.03,5.36,0,-0.992,6.9
2023-10-11,EST002,14.72,8.66,18.44,0.0,4.72,9.7,0,-0.645,5.9
2023-10-11,EST003,11.53,8.69,18.94,0.0,1.53,0.44,0,-0.719,5.91
2023-10-12,EST001,10.51,8.34,14.66,0.0,0.51,5.36,0,-0.822,0.81
2023-10-12,EST002,12.22,10.75,15.54,0.0,2.22,9.7,0,-0.584,5.81
2023-10-12,EST003,11.74,9.27,15.2,0.0,1.74,0.44,0,-0.897,5.93
2023-10-13,EST001,14.89,11.63,18.16,0.0,4.89,5.36,0,-0.702,1.53
2023-10-13,EST002,10.94,4.95,17.18,0.0,0.94,9.7,0,-0.735,0.18
2023-10-13,EST003,13.25,7.66,17.69,0.0,3.25,0.44,0,-0.377,7.88
2023-10-14,EST001,16.73,12.27,22.61,0.0,6.73,5.36,0,-0.355,5.34
2023-10-14,EST002,10.99,7.66,16.35,0.0,0.99,9.7,0,-1.166,3.57
2023-10-14,EST003,15.46,14.75,22.76,0.0,5.46,0.44,0,-0.443,2.62
2023-10-15,EST001,13.93,9.93,20.77,0.0,3.93,5.36,0,-0.481,0.2
2023-10-15,EST002,13.71,10.02,18.83,0.0,3.71,9.7,0,-0.995,9.24
2023-10-15,EST003,15.32,12.43,18.32,0.0,5.32,0.44,0,-0.892,5.3
2023-10-16,EST001,13.17,7.29,19.35,0.0,3.17,5.36,0,-0.482,4.98
2023-10-16,EST002,8.77,5.06,15.36,1.23,0.0,10.93,0,-0.788,5.51
2023-10-16,EST003,11.92,9.46,16.73,0.0,1.92,0.44,0,-0.68,2.03
2023-10-17,EST001,11.98,9.39,18.66,0.0,1.98,5.36,0,-0.857,8.36
2023-10-17,EST002,16.06,12.18,19.55,0.0,6.06,10.93,0,-1.395,0.42
2023-10-17,EST003,9.29,3.22,14.46,0.71,0.0,1.15,0,-0.652,2.66
2023-10-18,EST001,9.58,4.25,15.01,0.42,0.0,5.78,0,-0.809,5.69
2023-10-18,EST002,16.33,12.66,21.43,0.0,6.33,10.93,0,-0.707,11.18
2023-10-18,EST003,7.47,2.45,12.3,2.53,0.0,3.68,0,-0.595,2.03
2023-10-19,EST001,12.45,7.38,22.12,0.0,2.45,5.78,0,-0.518,1.46
2023-10-19,EST002,11.18,7.86,13.49,0.0,1.18,10.93,0,-0.86,6.2
2023-10-19,EST003,9.53,3.96,15.26,0.47,0.0,4.15,0,-0.981,3.58
2023-10-20,EST001,16.57,11.47,21.58,0.0,6.57,5.78,0,-0.828,4.23
2023-10-20,EST002,10.96,10.12,19.02,0.0,0.96,10.93,0,-0.71,5.19
2023-10-20,EST003,12.58,9.68,17.3,0.0,2.58,4.15,0,-1.236,10.83
2023-10-21,EST001,9.48,7.03,13.82,0.52,0.0,6.3,0,-0.365,4.04
2023-10-21,EST002,9.15,3.27,15.25,0.85,0.0,11.78,0,-0.59,6.15
2023-10-21,EST003,18.71,11.43,22.68,0.0,8.71,4.15,0,-0.265,5.15
2023-10-22,EST001,13.82,12.36,18.56,0.0,3.82,6.3,0,-0.991,6.48
2023-10-22,EST002,14.92,14.03,19.89,0.0,4.92,11.78,0,-0.411,3.44
2023-10-22,EST003,14.54,10.01,20.05,0.0,4.54,4.15,0,-0.828,0.35
2023-10-23,EST001,9.77,4.71,14.8,0.23,0.0,6.53,0,-0.784,2.73
2023-10-23,EST002,11.48,5.91,15.98,0.0,1.48,11.78,0,-1.144,6.23
2023-10-23,EST003,12.21,8.16,19.62,0.0,2.21,4.15,0,-0.748,4.87
2023-10-24,EST001,9.62,5.95,15.53,0.38,0.0,6.91,0,-1.203,4.6
2023-10-24,EST002,12.49,8.43,19.05,0.0,2.49,11.78,0,-0.636,8.43
2023-10-24,EST003,10.24,6.04,15.37,0.0,0.24,4.15,0,-1.058,6.87
2023-10-25,EST001,18.38,14.41,24.14,0.0,8.38,6.91,0,-0.706,1.86
2023-10-25,EST002,7.69,4.75,10.6,2.31,0.0,14.09,0,-0.22,3.65
2023-10-25,EST003,11.86,6.53,15.18,0.0,1.86,4.15,0,-0.961,4.2
2023-10-26,EST001,15.14,10.39,20.51,0.0,5.14,6.91,0,-0.702,5.2
2023-10-26,EST002,12.74,10.28,17.81,0.0,2.74,14.09,0,-1.048,4.24
2023-10-26,EST003,11.52,3.71,16.46,0.0,1.52,4.15,0,-1.147,3.6
2023-10-27,EST001,13.87,7.36,17.99,0.0,3.87,6.91,0,-1.194,6.45
2023-10-27,EST002,8.79,5.44,13.4,1.21,0.0,15.3,0,-0.741,6.07
2023-10-27,EST003,11.01,7.42,15.99,0.0,1.01,4.15,0,-0.675,4.29
2023-10-28,EST001,13.66,8.39,19.25,0.0,3.66,6.91,0,-0.578,0.75
2023-10-28,EST002,12.37,7.65,18.46,0.0,2.37,15.3,0,-0.921,2.02
2023-10-28,EST003,11.28,6.48,17.83,0.0,1.28,4.15,0,-0.836,6.72
2023-10-29,EST001,12.88,9.07,17.56,0.0,2.88,6.91,0,-0.483,4.98
2023-10-29,EST002,17.93,15.21,23.71,0.0,7.93,15.3,0,-0.866,1.39
2023-10-29,EST003,12.69,8.48,22.07,0.0,2.69,4.15,0,-0.762,0.61
2023-10-30,EST001,13.25,12.36,18.11,0.0,3.25,6.91,0,-0.696,6.38
2023-10-30,EST002,14.67,11.43,19.44,0.0,4.67,15.3,0,-0.931,0.62
2023-10-30,EST003,13.49,11.4,17.87,0.0,3.49,4.15,0,-0.999,5.65
2023-10-31,EST001,17.07,15.02,19.29,0.0,7.07,6.91,0,-0.731,4.05
2023-10-31,EST002,12.79,9.46,17.49,0.0,2.79,15.3,0,-0.584,7.12
2023-10-31,EST003,7.83,4.38,13.15,2.17,0.0,6.32,0,-0.969,9.19
2023-11-01,EST001,10.98,7.04,16.81,0.0,0.98,0.0,0,-0.864,1.54
2023-11-01,EST002,11.17,5.63,15.66,0.0,1.17,0.0,0,-0.941,6.78
2023-11-01,EST003,11.89,8.66,17.11,0.0,1.89,0.0,0,-0.456,11.15
2023-11-02,EST001,14.64,8.9,18.88,0.0,4.64,0.0,0,-0.988,4.19
2023-11-02,EST002,12.51,10.13,17.25,0.0,2.51,0.0,0,-0.56,5.08
