escenario,hdd_90dias,payoff_usd,pnl_neto_usd,activado,cap_alcanzado
5604,39.28,320.2,-259.8,1,0
5605,7.96,0.0,-580.0,0,0
5606,43.08,1268.93,688.93,1,0
5607,56.55,4637.43,4057.43,1,0
5608,26.99,0.0,-580.0,0,0
5609,19.08,0.0,-580.0,0,0
5610,49.72,2928.84,2348.84,1,0
5611,43.56,1389.61,809.61,1,0
5612,31.01,0.0,-580.0,0,0
5613,62.22,6054.4,5474.4,1,0
5614,34.06,0.0,-580.0,0,0
5615,50.18,3045.09,2465.09,1,0
5616,61.94,5985.49,5405.49,1,0
5617,64.25,6563.68,5983.68,1,0
5618,42.96,1239.61,659.61,1,0
5619,49.14,2784.52,2204.52,1,0
5620,51.09,3272.89,2692.89,1,0
5621,93.87,6750.0,6170.0,1,1
5622,30.91,0.0,-580.0,0,0
5623,29.44,0.0,-580.0,0,0
5624,38.71,178.22,-401.78,1,0
5625,43.03,1256.87,676.87,1,0
5626,8.33,0.0,-580.0,0,0
5627,61.03,5757.56,5177.56,1,0
5628,14.53,0.0,-580.0,0,0
5629,16.1,0.0,-580.0,0,0
5630,15.4,0.0,-580.0,0,0
5631,112.61,6750.0,6170.0,1,1
5632,41.44,861.03,281.03,1,0
5633,30.57,0.0,-580.0,0,0
5634,17.44,0.0,-580.0,0,0
5635,50.08,3019.13,2439.13,1,0
5636,66.04,6750.0,6170.0,1,1
5637,22.92,0.0,-580.0,0,0
5638,82.19,6750.0,6170.0,1,1
5639,67.38,6750.0,6170.0,1,1
5640,35.91,0.0,-580.0,0,0
5641,31.73,0.0,-580.0,0,0
5642,11.34,0.0,-580.0,0,0
5643,43.01,1252.1,672.1,1,0
5644,82.21,6750.0,6170.0,1,1
5645,24.89,0.0,-580.0,0,0
5646,81.77,6750.0,6170.0,1,1
5647,62.56,6140.81,5560.81,1,0
5648,138.69,6750.0,6170.0,1,1
5649,28.16,0.0,-580.0,0,0
5650,73.19,6750.0,6170.0,1,1
5651,16.07,0.0,-580.0,0,0
5652,84.59,6750.0,6170.0,1,1
5653,30.8,0.0,-580.0,0,0
5654,27.78,0.0,-580.0,0,0
5655,39.44,358.95,-221.05,1,0
5656,37.41,0.0,-580.0,0,0
5657,49.57,2891.48,2311.48,1,0
5658,19.07,0.0,-580.0,0,0
5659,67.09,6750.0,6170.0,1,1
5660,92.53,6750.0,6170.0,1,1
5661,53.02,3754.26,3174.26,1,0
5662,67.03,6750.0,6170.0,1,1
5663,18.87,0.0,-580.0,0,0
5664,52.98,3745.21,3165.21,1,0
5665,19.46,0.0,-580.0,0,0
5666,49.61,2901.26,2321.26,1,0
5667,21.85,0.0,-580.0,0,0
5668,31.2,0.0,-580.0,0,0
5669,64.01,6501.52,5921.52,1,0
5670,36.91,0.0,-580.0,0,0
5671,66.01,6750.0,6170.0,1,1
5672,19.73,0.0,-580.0,0,0
5673,23.82,0.0,-580.0,0,0
5674,42.43,1107.39,527.39,1,0
5675,20.93,0.0,-580.0,0,0
5676,40.02,504.58,-75.42,1,0
5677,32.45,0.0,-580.0,0,0
5678,59.6,5400.58,4820.58,1,0
5679,45.2,1799.35,1219.35,1,0
5680,40.27,566.89,-13.11,1,0
5681,28.0,0.0,-580.0,0,0
5682,68.73,6750.0,6170.0,1,1
5683,67.81,6750.0,6170.0,1,1
5684,11.87,0.0,-580.0,0,0
5685,71.72,6750.0,6170.0,1,1
5686,42.05,1011.44,431.44,1,0
5687,36.89,0.0,-580.0,0,0
5688,40.32,579.22,-0.78,1,0
5689,43.24,1309.52,729.52,1,0
5690,25.91,0.0,-580.0,0,0
5691,27.71,0.0,-580.0,0,0
5692,72.64,6750.0,6170.0,1,1
5693,36.91,0.0,-580.0,0,0
5694,45.79,1946.82,1366.82,1,0
5695,34.25,0.0,-580.0,0,0
5696,19.34,0.0,-580.0,0,0
5697,15.76,0.0,-580.0,0,0
5698,28.81,0.0,-580.0,0,0
5699,5.11,0.0,-580.0,0,0
5700,30.11,0.0,-580.0,0,0
5701,69.17,6750.0,6170.0,1,1
5702,40.38,595.16,15.16,1,0
5703,18.4,0.0,-580.0,0,0
5704,64.93,6733.21,6153.21,1,0
5705,34.68,0.0,-580.0,0,0
5706,27.31,0.0,-580.0,0,0
5707,47.92,2478.99,1898.99,1,0
5708,93.92,6750.0,6170.0,1,1
5709,57.54,4885.09,4305.09,1,0
5710,88.91,6750.0,6170.0,1,1
5711,32.99,0.0,-580.0,0,0
5712,12.41,0.0,-580.0,0,0
5713,47.65,2411.76,1831.76,1,0
5714,22.65,0.0,-580.0,0,0
5715,36.51,0.0,-580.0,0,0
5716,25.6,0.0,-580.0,0,0
5717,32.24,0.0,-580.0,0,0
5718,69.5,6750.0,6170.0,1,1
5719,66.91,6750.0,6170.0,1,1
5720,47.43,2356.49,1776.49,1,0
5721,77.31,6750.0,6170.0,1,1
5722,50.08,3018.97,2438.97,1,0
5723,21.3,0.0,-580.0,0,0
5724,20.29,0.0,-580.0,0,0
5725,78.29,6750.0,6170.0,1,1
5726,2.1,0.0,-580.0,0,0
5727,13.77,0.0,-580.0,0,0
5728,2.62,0.0,-580.0,0,0
5729,63.98,6495.95,5915.95,1,0
5730,34.38,0.0,-580.0,0,0
5731,40.6,649.13,69.13,1,0
5732,44.13,1532.19,952.19,1,0
5733,36.9,0.0,-580.0,0,0
5734,44.28,1569.46,989.46,1,0
5735,7.1,0.0,-580.0,0,0
5736,14.27,0.0,-580.0,0,0
5737,67.81,6750.0,6170.0,1,1
5738,36.47,0.0,-580.0,0,0
5739,67.65,6750.0,6170.0,1,1
5740,71.58,6750.0,6170.0,1,1
5741,19.05,0.0,-580.0,0,0
5742,71.7,6750.0,6170.0,1,1
5743,16.68,0.0,-580.0,0,0
5744,31.76,0.0,-580.0,0,0
5745,23.02,0.0,-580.0,0,0
5746,29.44,0.0,-580.0,0,0
5747,42.16,1040.01,460.01,1,0
5748,5.48,0.0,-580.0,0,0
5749,55.46,4364.8,3784.8,1,0
5750,143.32,6750.0,6170.0,1,1
5751,24.39,0.0,-580.0,0,0
5752,53.22,3805.75,3225.75,1,0
5753,10.26,0.0,-580.0,0,0
5754,26.85,0.0,-580.0,0,0
5755,31.57,0.0,-580.0,0,0
5756,65.41,6750.0,6170.0,1,1
5757,20.7,0.0,-580.0,0,0
5758,33.93,0.0,-580.0,0,0
5759,45.18,1795.49,1215.49,1,0
5760,39.6,400.53,-179.47,1,0
5761,88.41,6750.0,6170.0,1,1
5762,16.38,0.0,-580.0,0,0
5763,95.13,6750.0,6170.0,1,1
5764,10.59,0.0,-580.0,0,0
5765,64.05,6512.98,5932.98,1,0
5766,115.62,6750.0,6170.0,1,1
5767,25.56,0.0,-580.0,0,0
5768,28.54,0.0,-580.0,0,0
5769,0.87,0.0,-580.0,0,0
5770,26.22,0.0,-580.0,0,0
5771,81.31,6750.0,6170.0,1,1
5772,45.67,1918.65,1338.65,1,0
5773,15.22,0.0,-580.0,0,0
5774,76.89,6750.0,6170.0,1,1
5775,6.96,0.0,-580.0,0,0
5776,29.18,0.0,-580.0,0,0
5777,76.09,6750.0,6170.0,1,1
5778,61.73,5932.31,5352.31,1,0
5779,108.62,6750.0,6170.0,1,1
5780,59.51,5378.68,4798.68,1,0
5781,13.16,0.0,-580.0,0,0
5782,76.26,6750.0,6170.0,1,1
5783,36.2,0.0,-580.0,0,0
5784,31.02,0.0,-580.0,0,0
5785,88.59,6750.0,6170.0,1,1
5786,122.01,6750.0,6170.0,1,1
5787,30.81,0.0,-580.0,0,0
5788,30.07,0.0,-580.0,0,0
5789,23.16,0.0,-580.0,0,0
5790,42.3,1074.25,494.25,1,0
5791,52.61,3653.37,3073.37,1,0
5792,22.48,0.0,-580.0,0,0
5793,26.25,0.0,-580.0,0,0
5794,66.74,6750.0,6170.0,1,1
5795,52.08,3519.78,2939.78,1,0
5796,34.52,0.0,-580.0,0,0
5797,48.94,2733.82,2153.82,1,0
5798,74.85,6750.0,6170.0,1,1
5799,132.57,6750.0,6170.0,1,1
5800,45.82,1955.81,1375.81,1,0
5801,42.47,1117.58,537.58,1,0
5802,38.41,102.04,-477.96,1,0
5803,84.74,6750.0,6170.0,1,1
5804,47.33,2333.72,1753.72,1,0
5805,39.57,391.3,-188.7,1,0
5806,29.28,0.0,-580.0,0,0
5807,44.3,1574.08,994.08,1,0
5808,25.8,0.0,-580.0,0,0
5809,13.24,0.0,-580.0,0,0
5810,27.43,0.0,-580.0,0,0
5811,48.89,2721.51,2141.51,1,0
5812,29.04,0.0,-580.0,0,0
5813,112.08,6750.0,6170.0,1,1
5814,36.67,0.0,-580.0,0,0
5815,12.2,0.0,-580.0,0,0
5816,44.71,1676.95,1096.95,1,0
5817,22.86,0.0,-580.0,0,0
5818,39.99,496.76,-83.24,1,0
5819,40.58,645.66,65.66,1,0
5820,9.12,0.0,-580.0,0,0
5821,86.46,6750.0,6170.0,1,1
5822,18.33,0.0,-580.0,0,0
5823,32.29,0.0,-580.0,0,0
5824,34.93,0.0,-580.0,0,0
5825,49.32,2831.24,2251.24,1,0
5826,74.63,6750.0,6170.0,1,1
5827,28.89,0.0,-580.0,0,0
5828,17.58,0.0,-580.0,0,0
5829,31.57,0.0,-580.0,0,0
5830,50.36,3089.84,2509.84,1,0
5831,131.14,6750.0,6170.0,1,1
5832,26.45,0.0,-580.0,0,0
5833,13.72,0.0,-580.0,0,0
5834,22.1,0.0,-580.0,0,0
5835,62.46,6115.05,5535.05,1,0
5836,158.33,6750.0,6170.0,1,1
5837,81.9,6750.0,6170.0,1,1
5838,118.36,6750.0,6170.0,1,1
5839,25.74,0.0,-580.0,0,0
5840,30.61,0.0,-580.0,0,0
5841,49.95,2987.33,2407.33,1,0
5842,31.02,0.0,-580.0,0,0
5843,19.04,0.0,-580.0,0,0
5844,27.34,0.0,-580.0,0,0
5845,22.3,0.0,-580.0,0,0
5846,22.83,0.0,-580.0,0,0
5847,77.18,6750.0,6170.0,1,1
5848,13.96,0.0,-580.0,0,0
5849,26.86,0.0,-580.0,0,0
5850,24.66,0.0,-580.0,0,0
5851,24.19,0.0,-580.0,0,0
5852,14.86,0.0,-580.0,0,0
5853,25.45,0.0,-580.0,0,0
5854,64.33,6582.85,6002.85,1,0
5855,27.46,0.0,-580.0,0,0
5856,15.51,0.0,-580.0,0,0
5857,29.8,0.0,-580.0,0,0
5858,19.86,0.0,-580.0,0,0
5859,14.3,0.0,-580.0,0,0
5860,41.12,779.84,199.84,1,0
5861,20.49,0.0,-580.0,0,0
5862,33.04,0.0,-580.0,0,0
5863,77.51,6750.0,6170.0,1,1
5864,42.49,1122.58,542.58,1,0
5865,15.97,0.0,-580.0,0,0
5866,22.01,0.0,-580.0,0,0
5867,24.89,0.0,-580.0,0,0
5868,74.42,6750.0,6170.0,1,1
5869,57.84,4960.48,4380.48,1,0
5870,12.82,0.0,-580.0,0,0
5871,88.14,6750.0,6170.0,1,1
5872,22.14,0.0,-580.0,0,0
5873,22.42,0.0,-580.0,0,0
5874,74.5,6750.0,6170.0,1,1
5875,65.23,6750.0,6170.0,1,1
5876,26.01,0.0,-580.0,0,0
5877,17.82,0.0,-580.0,0,0
5878,33.59,0.0,-580.0,0,0
5879,41.21,802.11,222.11,1,0
5880,98.26,6750.0,6170.0,1,1
5881,54.94,4235.87,3655.87,1,0
5882,107.51,6750.0,6170.0,1,1
5883,33.38,0.0,-580.0,0,0
5884,44.42,1605.14,1025.14,1,0
5885,0.0,0.0,-580.0,0,0
5886,27.41,0.0,-580.0,0,0
5887,57.74,4933.89,4353.89,1,0
5888,67.07,6750.0,6170.0,1,1
5889,17.33,0.0,-580.0,0,0
5890,34.13,0.0,-580.0,0,0
5891,33.73,0.0,-580.0,0,0
5892,17.7,0.0,-580.0,0,0
5893,16.44,0.0,-580.0,0,0
5894,29.49,0.0,-580.0,0,0
5895,7.96,0.0,-580.0,0,0
5896,57.01,4751.37,4171.37,1,0
5897,74.6,6750.0,6170.0,1,1
5898,14.42,0.0,-580.0,0,0
5899,47.08,2270.11,1690.11,1,0
5900,71.34,6750.0,6170.0,1,1
5901,13.46,0.0,-580.0,0,0
5902,23.81,0.0,-580.0,0,0
5903,34.64,0.0,-580.0,0,0
5904,24.47,0.0,-580.0,0,0
5905,39.64,410.05,-169.95,1,0
5906,19.51,0.0,-580.0,0,0
5907,33.33,0.0,-580.0,0,0
5908,9.78,0.0,-580.0,0,0
5909,27.47,0.0,-580.0,0,0
5910,51.42,3355.22,2775.22,1,0
5911,34.7,0.0,-580.0,0,0
5912,54.75,4186.88,3606.88,1,0
5913,53.84,3958.77,3378.77,1,0
5914,61.74,5935.01,5355.01,1,0
5915,69.09,6750.0,6170.0,1,1
5916,133.82,6750.0,6170.0,1,1
5917,25.3,0.0,-580.0,0,0
5918,73.54,6750.0,6170.0,1,1
5919,30.43,0.0,-580.0,0,0
5920,64.17,6542.54,5962.54,1,0
5921,27.67,0.0,-580.0,0,0
5922,34.55,0.0,-580.0,0,0
5923,14.47,0.0,-580.0,0,0
5924,27.25,0.0,-580.0,0,0
5925,44.45,1612.68,1032.68,1,0
5926,16.34,0.0,-580.0,0,0
5927,32.47,0.0,-580.0,0,0
5928,47.32,2329.03,1749.03,1,0
5929,114.72,6750.0,6170.0,1,1
5930,28.31,0.0,-580.0,0,0
5931,41.14,786.07,206.07,1,0
5932,92.19,6750.0,6170.0,1,1
5933,36.33,0.0,-580.0,0,0
5934,70.09,6750.0,6170.0,1,1
5935,69.46,6750.0,6170.0,1,1
5936,14.29,0.0,-580.0,0,0
5937,56.66,4663.87,4083.87,1,0
5938,11.71,0.0,-580.0,0,0
5939,57.9,4975.05,4395.05,1,0
5940,46.19,2047.86,1467.86,1,0
5941,37.89,0.0,-580.0,0,0
5942,44.9,1725.73,1145.73,1,0
5943,94.75,6750.0,6170.0,1,1
5944,11.88,0.0,-580.0,0,0
5945,15.3,0.0,-580.0,0,0
5946,67.82,6750.0,6170.0,1,1
5947,76.86,6750.0,6170.0,1,1
5948,17.62,0.0,-580.0,0,0
5949,61.4,5849.1,5269.1,1,0
5950,56.18,4544.87,3964.87,1,0
5951,39.92,480.81,-99.19,1,0
5952,30.03,0.0,-580.0,0,0
5953,59.3,5326.21,4746.21,1,0
5954,61.05,5762.4,5182.4,1,0
5955,55.23,4306.56,3726.56,1,0
5956,52.13,3532.0,2952.0,1,0
5957,46.85,2211.65,1631.65,1,0
5958,26.05,0.0,-580.0,0,0
5959,128.51,6750.0,6170.0,1,1
5960,123.5,6750.0,6170.0,1,1
5961,45.66,1915.47,1335.47,1,0
5962,28.31,0.0,-580.0,0,0
5963,58.17,5042.25,4462.25,1,0
5964,19.96,0.0,-580.0,0,0
5965,59.67,5416.25,4836.25,1,0
5966,46.41,2101.4,1521.4,1,0
5967,49.35,2836.36,2256.36,1,0
5968,116.1,6750.0,6170.0,1,1
5969,40.91,727.32,147.32,1,0
5970,32.89,0.0,-580.0,0,0
5971,79.86,6750.0,6170.0,1,1
5972,41.58,894.3,314.3,1,0
5973,22.05,0.0,-580.0,0,0
5974,69.86,6750.0,6170.0,1,1
5975,63.68,6418.85,5838.85,1,0
5976,16.32,0.0,-580.0,0,0
5977,24.84,0.0,-580.0,0,0
5978,77.83,6750.0,6170.0,1,1
5979,70.96,6750.0,6170.0,1,1
5980,89.0,6750.0,6170.0,1,1
5981,47.07,2267.72,1687.72,1,0
5982,21.23,0.0,-580.0,0,0
5983,27.07,0.0,-580.0,0,0
5984,18.81,0.0,-580.0,0,0
5985,36.42,0.0,-580.0,0,0
5986,26.47,0.0,-580.0,0,0
5987,18.4,0.0,-580.0,0,0
5988,16.96,0.0,-580.0,0,0
5989,31.7,0.0,-580.0,0,0
5990,35.68,0.0,-580.0,0,0
5991,95.58,6750.0,6170.0,1,1
5992,26.95,0.0,-580.0,0,0
5993,8.5,0.0,-580.0,0,0
5994,25.84,0.0,-580.0,0,0
5995,60.97,5742.42,5162.42,1,0
5996,57.84,4961.06,4381.06,1,0
5997,41.07,767.87,187.87,1,0
5998,65.7,6750.0,6170.0,1,1
5999,45.05,1762.88,1182.88,1,0
6000,21.86,0.0,-580.0,0,0
6001,50.7,3175.07,2595.07,1,0
6002,66.86,6750.0,6170.0,1,1
6003,21.74,0.0,-580.0,0,0
6004,16.09,0.0,-580.0,0,0
6005,67.82,6750.0,6170.0,1,1
6006,6.1,0.0,-580.0,0,0
6007,38.68,168.84,-411.16,1,0
6008,74.93,6750.0,6170.0,1,1
6009,3.13,0.0,-580.0,0,0
6010,13.85,0.0,-580.0,0,0
6011,60.33,5582.69,5002.69,1,0
6012,21.97,0.0,-580.0,0,0
6013,31.93,0.0,-580.0,0,0
6014,35.8,0.0,-580.0,0,0
6015,40.37,592.84,12.84,1,0
6016,79.31,6750.0,6170.0,1,1
6017,43.77,1442.25,862.25,1,0
6018,14.99,0.0,-580.0,0,0
6019,47.6,2400.89,1820.89,1,0
6020,55.05,4263.72,3683.72,1,0
6021,27.93,0.0,-580.0,0,0
6022,22.53,0.0,-580.0,0,0
6023,90.54,6750.0,6170.0,1,1
6024,46.08,2020.99,1440.99,1,0
6025,31.81,0.0,-580.0,0,0
6026,66.47,6750.0,6170.0,1,1
6027,43.35,1336.5,756.5,1,0
6028,29.37,0.0,-580.0,0,0
6029,12.13,0.0,-580.0,0,0
6030,54.35,4088.61,3508.61,1,0
6031,37.54,0.0,-580.0,0,0
6032,38.93,231.41,-348.59,1,0
6033,61.34,5835.78,5255.78,1,0
6034,11.77,0.0,-580.0,0,0
6035,28.05,0.0,-580.0,0,0
6036,54.23,4057.02,3477.02,1,0
6037,47.54,2385.65,1805.65,1,0
6038,36.11,0.0,-580.0,0,0
6039,11.53,0.0,-580.0,0,0
6040,15.47,0.0,-580.0,0,0
6041,45.19,1798.03,1218.03,1,0
6042,17.71,0.0,-580.0,0,0
6043,50.74,3184.05,2604.05,1,0
6044,2.93,0.0,-580.0,0,0
6045,51.65,3413.56,2833.56,1,0
6046,91.7,6750.0,6170.0,1,1
6047,22.1,0.0,-580.0,0,0
6048,11.23,0.0,-580.0,0,0
6049,54.7,4175.12,3595.12,1,0
6050,5.47,0.0,-580.0,0,0
6051,48.15,2538.0,1958.0,1,0
6052,57.22,4804.12,4224.12,1,0
6053,61.38,5845.63,5265.63,1,0
6054,31.24,0.0,-580.0,0,0
6055,31.67,0.0,-580.0,0,0
6056,73.63,6750.0,6170.0,1,1
6057,24.77,0.0,-580.0,0,0
6058,15.53,0.0,-580.0,0,0
6059,6.0,0.0,-580.0,0,0
6060,38.8,199.47,-380.53,1,0
6061,48.45,2612.45,2032.45,1,0
6062,32.24,0.0,-580.0,0,0
6063,37.73,0.0,-580.0,0,0
6064,48.04,2508.9,1928.9,1,0
6065,20.02,0.0,-580.0,0,0
6066,50.94,3235.61,2655.61,1,0
6067,31.4,0.0,-580.0,0,0
6068,8.01,0.0,-580.0,0,0
6069,42.14,1034.92,454.92,1,0
6070,25.72,0.0,-580.0,0,0
6071,29.75,0.0,-580.0,0,0
6072,69.34,6750.0,6170.0,1,1
6073,27.4,0.0,-580.0,0,0
6074,31.32,0.0,-580.0,0,0
6075,29.68,0.0,-580.0,0,0
6076,24.22,0.0,-580.0,0,0
6077,55.23,4307.31,3727.31,1,0
6078,35.38,0.0,-580.0,0,0
6079,63.04,6259.3,5679.3,1,0
6080,10.62,0.0,-580.0,0,0
6081,74.25,6750.0,6170.0,1,1
6082,132.49,6750.0,6170.0,1,1
6083,22.78,0.0,-580.0,0,0
6084,52.55,3636.98,3056.98,1,0
6085,58.73,5181.59,4601.59,1,0
6086,66.23,6750.0,6170.0,1,1
6087,75.96,6750.0,6170.0,1,1
6088,35.1,0.0,-580.0,0,0
6089,14.06,0.0,-580.0,0,0
6090,88.09,6750.0,6170.0,1,1
6091,59.56,5390.75,4810.75,1,0
6092,6.66,0.0,-580.0,0,0
6093,24.98,0.0,-580.0,0,0
6094,66.71,6750.0,6170.0,1,1
6095,16.34,0.0,-580.0,0,0
6096,34.39,0.0,-580.0,0,0
6097,18.84,0.0,-580.0,0,0
6098,63.54,6384.74,5804.74,1,0
6099,51.19,3298.48,2718.48,1,0
6100,82.88,6750.0,6170.0,1,1
6101,27.87,0.0,-580.0,0,0
6102,3.35,0.0,-580.0,0,0
6103,68.91,6750.0,6170.0,1,1
6104,50.81,3203.23,2623.23,1,0
6105,19.7,0.0,-580.0,0,0
6106,39.75,437.94,-142.06,1,0
6107,102.96,6750.0,6170.0,1,1
6108,107.83,6750.0,6170.0,1,1
6109,33.04,0.0,-580.0,0,0
6110,33.74,0.0,-580.0,0,0
6111,33.82,0.0,-580.0,0,0
6112,41.06,764.84,184.84,1,0
6113,6.29,0.0,-580.0,0,0
6114,18.01,0.0,-580.0,0,0
6115,74.07,6750.0,6170.0,1,1
6116,80.35,6750.0,6170.0,1,1
6117,98.7,6750.0,6170.0,1,1
6118,103.49,6750.0,6170.0,1,1
6119,28.03,0.0,-580.0,0,0
6120,50.51,3126.64,2546.64,1,0
6121,30.74,0.0,-580.0,0,0
6122,27.64,0.0,-580.0,0,0
6123,34.57,0.0,-580.0,0,0
6124,20.0,0.0,-580.0,0,0
6125,7.79,0.0,-580.0,0,0
6126,35.99,0.0,-580.0,0,0
6127,4.81,0.0,-580.0,0,0
6128,61.36,5840.42,5260.42,1,0
6129,15.37,0.0,-580.0,0,0
6130,63.09,6271.75,5691.75,1,0
6131,24.86,0.0,-580.0,0,0
6132,13.67,0.0,-580.0,0,0
6133,111.19,6750.0,6170.0,1,1
6134,45.56,1889.52,1309.52,1,0
6135,47.09,2271.87,1691.87,1,0
6136,25.45,0.0,-580.0,0,0
6137,41.4,849.22,269.22,1,0
6138,12.14,0.0,-580.0,0,0
6139,19.16,0.0,-580.0,0,0
6140,49.3,2826.03,2246.03,1,0
6141,39.85,461.33,-118.67,1,0
6142,64.91,6728.36,6148.36,1,0
6143,35.89,0.0,-580.0,0,0
6144,17.45,0.0,-580.0,0,0
6145,52.87,3716.43,3136.43,1,0
6146,12.88,0.0,-580.0,0,0
6147,76.14,6750.0,6170.0,1,1
6148,83.42,6750.0,6170.0,1,1
6149,45.98,1994.82,1414.82,1,0
6150,53.39,3847.58,3267.58,1,0
6151,27.84,0.0,-580.0,0,0
6152,65.73,6750.0,6170.0,1,1
6153,15.9,0.0,-580.0,0,0
6154,14.15,0.0,-580.0,0,0
6155,80.27,6750.0,6170.0,1,1
6156,32.37,0.0,-580.0,0,0
6157,88.02,6750.0,6170.0,1,1
6158,14.62,0.0,-580.0,0,0
6159,97.7,6750.0,6170.0,1,1
6160,61.98,5994.58,5414.58,1,0
6161,81.47,6750.0,6170.0,1,1
6162,49.32,2830.44,2250.44,1,0
6163,66.6,6750.0,6170.0,1,1
6164,27.16,0.0,-580.0,0,0
6165,11.1,0.0,-580.0,0,0
6166,18.22,0.0,-580.0,0,0
6167,37.39,0.0,-580.0,0,0
6168,45.11,1778.59,1198.59,1,0
6169,57.24,4809.86,4229.86,1,0
6170,33.15,0.0,-580.0,0,0
6171,49.88,2969.7,2389.7,1,0
6172,18.11,0.0,-580.0,0,0
6173,58.68,5170.93,4590.93,1,0
6174,15.27,0.0,-580.0,0,0
6175,3.03,0.0,-580.0,0,0
6176,30.5,0.0,-580.0,0,0
6177,45.13,1783.31,1203.31,1,0
6178,46.35,2086.38,1506.38,1,0
6179,30.35,0.0,-580.0,0,0
6180,123.53,6750.0,6170.0,1,1
6181,50.65,3163.41,2583.41,1,0
6182,40.46,613.94,33.94,1,0
6183,107.79,6750.0,6170.0,1,1
6184,162.64,6750.0,6170.0,1,1
6185,43.85,1461.65,881.65,1,0
6186,46.05,2011.97,1431.97,1,0
6187,110.22,6750.0,6170.0,1,1
6188,62.23,6058.31,5478.31,1,0
6189,25.76,0.0,-580.0,0,0
6190,59.47,5366.86,4786.86,1,0
6191,27.35,0.0,-580.0,0,0
6192,82.67,6750.0,6170.0,1,1
6193,43.7,1423.99,843.99,1,0
6194,38.45,112.47,-467.53,1,0
6195,32.44,0.0,-580.0,0,0
6196,7.89,0.0,-580.0,0,0
6197,26.94,0.0,-580.0,0,0
6198,30.93,0.0,-580.0,0,0
6199,25.74,0.0,-580.0,0,0
6200,19.23,0.0,-580.0,0,0
6201,25.95,0.0,-580.0,0,0
6202,116.52,6750.0,6170.0,1,1
6203,39.19,296.99,-283.01,1,0
6204,12.63,0.0,-580.0,0,0
6205,76.17,6750.0,6170.0,1,1
6206,109.55,6750.0,6170.0,1,1
6207,85.47,6750.0,6170.0,1,1
6208,29.11,0.0,-580.0,0,0
6209,87.39,6750.0,6170.0,1,1
6210,17.59,0.0,-580.0,0,0
6211,49.9,2974.39,2394.39,1,0
6212,28.13,0.0,-580.0,0,0
6213,14.12,0.0,-580.0,0,0
6214,74.95,6750.0,6170.0,1,1
6215,65.02,6750.0,6170.0,1,1
6216,41.2,800.44,220.44,1,0
6217,37.81,0.0,-580.0,0,0
6218,21.66,0.0,-580.0,0,0
6219,115.55,6750.0,6170.0,1,1
6220,15.04,0.0,-580.0,0,0
6221,64.75,6687.44,6107.44,1,0
6222,14.65,0.0,-580.0,0,0
6223,7.67,0.0,-580.0,0,0
6224,55.49,4372.9,3792.9,1,0
6225,17.29,0.0,-580.0,0,0
6226,39.98,495.49,-84.51,1,0
6227,28.98,0.0,-580.0,0,0
6228,36.97,0.0,-580.0,0,0
6229,10.33,0.0,-580.0,0,0
6230,26.58,0.0,-580.0,0,0
6231,37.73,0.0,-580.0,0,0
6232,26.27,0.0,-580.0,0,0
6233,12.04,0.0,-580.0,0,0
6234,20.5,0.0,-580.0,0,0
6235,13.86,0.0,-580.0,0,0
6236,24.24,0.0,-580.0,0,0
6237,29.79,0.0,-580.0,0,0
6238,63.68,6419.83,5839.83,1,0
6239,18.82,0.0,-580.0,0,0
6240,49.2,2799.51,2219.51,1,0
6241,19.19,0.0,-580.0,0,0
6242,34.78,0.0,-580.0,0,0
6243,75.61,6750.0,6170.0,1,1
6244,19.52,0.0,-580.0,0,0
6245,24.23,0.0,-580.0,0,0
6246,10.24,0.0,-580.0,0,0
6247,54.33,4083.35,3503.35,1,0
6248,67.78,6750.0,6170.0,1,1
6249,29.29,0.0,-580.0,0,0
6250,39.13,281.54,-298.46,1,0
6251,53.92,3979.1,3399.1,1,0
6252,36.11,0.0,-580.0,0,0
6253,36.78,0.0,-580.0,0,0
6254,34.42,0.0,-580.0,0,0
6255,42.54,1134.92,554.92,1,0
6256,37.48,0.0,-580.0,0,0
6257,48.0,2500.27,1920.27,1,0
6258,98.32,6750.0,6170.0,1,1
6259,34.6,0.0,-580.0,0,0
6260,11.11,0.0,-580.0,0,0
6261,16.56,0.0,-580.0,0,0
6262,46.53,2132.07,1552.07,1,0
6263,15.91,0.0,-580.0,0,0
6264,89.86,6750.0,6170.0,1,1
6265,3.36,0.0,-580.0,0,0
6266,14.47,0.0,-580.0,0,0
6267,50.44,3109.7,2529.7,1,0
6268,15.5,0.0,-580.0,0,0
6269,56.12,4528.94,3948.94,1,0
6270,19.92,0.0,-580.0,0,0
6271,16.99,0.0,-580.0,0,0
6272,47.04,2261.04,1681.04,1,0
6273,31.1,0.0,-580.0,0,0
6274,44.87,1717.44,1137.44,1,0
6275,16.99,0.0,-580.0,0,0
6276,61.98,5995.35,5415.35,1,0
6277,20.68,0.0,-580.0,0,0
6278,36.77,0.0,-580.0,0,0
6279,38.07,17.33,-562.67,1,0
6280,47.07,2267.5,1687.5,1,0
6281,45.79,1948.17,1368.17,1,0
6282,66.14,6750.0,6170.0,1,1
6283,44.2,1549.22,969.22,1,0
6284,46.61,2153.61,1573.61,1,0
6285,48.12,2529.45,1949.45,1,0
6286,30.34,0.0,-580.0,0,0
6287,8.75,0.0,-580.0,0,0
